koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_duration_err1,koi_duration_err2,koi_depth,koi_teq,koi_model_snr,koi_slogg,koi_slogg_err2,ra,dec,koi_kepmag
1,0,0,0,0,6.13e-05,-6.13e-05,0.00505,-0.00505,0.43700000000000006,0.16,-0.16,324.8,796,21.4,4.519,-0.2,296.30795,43.82135,15.356
0,0,0,0,0,0.00020419999999999998,-0.00020419999999999998,0.00561,-0.00561,0.026000000000000002,0.193,-0.193,737.4,561,17.6,4.52,-0.184,296.71274,48.272308,15.728
2,0,1,0,0,5.22e-07,-5.22e-07,0.0008349999999999999,-0.0008349999999999999,0.142,0.0299,-0.0299,329.2,1255,46.1,4.69,-0.018000000000000002,282.28439,42.15419,14.78
0,0,0,0,0,7.67e-06,-7.67e-06,0.00149,-0.00149,0.025,0.0801,-0.0801,593.4,981,24.2,4.519,-0.07200000000000001,282.14923,43.37859,14.854000000000001
0,0,0,0,0,4.59e-05,-4.59e-05,0.00701,-0.00701,0.419,0.18899999999999997,-0.18899999999999997,144.0,1000,15.3,4.314,-0.15,285.93068999999997,39.098141,14.622
1,0,0,0,0,0.00017350000000000002,-0.00017350000000000002,0.004520000000000001,-0.004520000000000001,0.027999999999999997,0.133,-0.133,1166.8,448,28.4,4.607,-0.077,283.16196,45.198311,15.824000000000002
1,0,0,0,0,7.4e-06,-7.4e-06,0.0031100000000000004,-0.0031100000000000004,0.011000000000000001,0.0661,-0.0661,65.5,1737,23.2,4.204,-0.11199999999999999,290.10196,48.251141,12.217
0,0,0,0,0,0.0003333,-0.0003333,0.00413,-0.00413,0.042,0.152,-0.152,884.3,491,33.6,4.476,-0.165,287.47763,46.141178000000004,15.273
1,0,0,0,0,2.8300000000000003e-05,-2.8300000000000003e-05,0.0071400000000000005,-0.0071400000000000005,0.43700000000000006,0.226,-0.226,64.8,1347,14.9,4.221,-0.122,283.19208,41.305389,13.353
1,0,0,0,0,7.979999999999999e-05,-7.979999999999999e-05,0.0047799999999999995,-0.0047799999999999995,0.051,0.133,-0.133,97.8,1008,25.5,4.12,-0.126,297.78659,47.88612,12.071
0,0,0,0,0,0.0001311,-0.0001311,0.0057,-0.0057,71.8,0.249,-0.249,758.9,683,30.1,4.506,-0.20800000000000002,289.84286000000003,38.309601,15.253
2,0,1,1,0,2.8899999999999998e-05,-2.8899999999999998e-05,0.0034,-0.0034,0.436,0.0803,-0.0803,110.0,1346,26.2,3.8489999999999998,-0.132,300.22519,43.758179,11.539000000000001
1,0,0,0,0,0.00035610000000000004,-0.00035610000000000004,0.0069299999999999995,-0.0069299999999999995,0.39799999999999996,0.19,-0.19,488.7,526,25.7,4.3389999999999995,-0.10300000000000001,288.28052,46.3409,15.06
1,0,0,0,0,1.4999999999999999e-05,-1.4999999999999999e-05,0.0034200000000000003,-0.0034200000000000003,0.017,0.0933,-0.0933,191.2,1128,24.0,4.489,-0.12,294.18927,45.151581,14.966
1,0,0,0,0,0.0001515,-0.0001515,0.00331,-0.00331,0.395,0.0935,-0.0935,403.7,618,37.8,4.284,-0.11199999999999999,291.11188,39.949108,14.247
1,0,0,0,0,3.570000000000001e-05,-3.570000000000001e-05,0.00168,-0.00168,0.096,0.0508,-0.0508,509.8,817,64.1,4.274,-0.11199999999999999,296.99863,42.78196,14.061
1,0,0,0,0,0.00028369999999999996,-0.00028369999999999996,0.008029999999999999,-0.008029999999999999,0.03,0.22699999999999998,-0.22699999999999998,755.8,555,20.8,4.534,-0.192,292.23242,38.89222,15.777999999999999
1,0,0,0,0,0.00041419999999999993,-0.00041419999999999993,0.00585,-0.00585,0.26899999999999996,0.17600000000000002,-0.17600000000000002,523.1,529,23.1,4.447,-0.20800000000000002,291.28207000000003,46.965988,14.953
1,0,0,0,0,1.62e-06,-1.62e-06,0.0020800000000000003,-0.0020800000000000003,0.26899999999999996,0.064,-0.064,49.3,2161,28.9,4.239,-0.152,294.97882000000004,46.00565,12.953
1,0,0,0,0,0.0001372,-0.0001372,0.00337,-0.00337,0.13699999999999998,0.10099999999999999,-0.10099999999999999,818.9,554,20.5,4.505,-0.20800000000000002,293.23022000000003,48.281368,15.375
0,0,0,0,0,3.05e-05,-3.05e-05,0.00412,-0.00412,0.023,0.109,-0.109,183.4,1506,53.4,3.617,-0.21,291.72916000000004,38.070019,13.439
0,0,0,0,0,0.00012109999999999999,-0.00012109999999999999,0.0030600000000000002,-0.0030600000000000002,0.251,0.0986,-0.0986,360.6,682,27.3,4.175,-0.098,294.56692999999996,46.075802,14.142999999999999
1,0,0,0,0,0.0004696000000000001,-0.0004696000000000001,0.00535,-0.00535,0.036000000000000004,0.16899999999999998,-0.16899999999999998,282.4,568,25.2,4.202,-0.122,281.56995,47.398689000000005,13.66
1,0,0,0,0,0.0003212,-0.0003212,0.00863,-0.00863,0.26,0.205,-0.205,140.3,753,19.3,4.202,-0.122,281.56995,47.398689000000005,13.66
0,0,0,0,0,6.659999999999999e-05,-6.659999999999999e-05,0.00464,-0.00464,0.41200000000000003,0.122,-0.122,709.3,770,27.8,4.5169999999999995,-0.204,288.30869,51.478291,15.844000000000001
0,0,0,0,0,1.53e-05,-1.53e-05,0.0007019999999999999,-0.0007019999999999999,0.0186,0.10099999999999999,-0.10099999999999999,2155.7,350,117.2,4.784,-0.07,284.35202000000004,41.519199,14.267000000000001
1,0,0,0,0,1.07e-05,-1.07e-05,0.00202,-0.00202,0.036000000000000004,0.0607,-0.0607,337.4,1061,31.6,4.3660000000000005,-0.10800000000000001,294.51767,50.670398999999996,14.822000000000001
1,0,0,0,0,2.93e-06,-2.93e-06,0.000831,-0.000831,0.141,0.0395,-0.0395,1402.9,621,33.3,4.83,-0.055,286.59427,37.891258,15.959000000000001
1,0,0,0,0,0.0005494,-0.0005494,0.00665,-0.00665,0.011000000000000001,0.231,-0.231,588.7,485,22.0,4.251,-0.10800000000000001,292.2478,47.878448,14.872
0,0,0,0,0,8.04e-05,-8.04e-05,0.0049,-0.0049,0.086,0.179,-0.179,783.0,694,19.1,4.471,-0.096,293.98357999999996,39.57288,15.707
2,0,0,1,0,4.24e-06,-4.24e-06,0.00349,-0.00349,0.44299999999999995,0.10300000000000001,-0.10300000000000001,26.5,2669,25.0,3.9389999999999996,-0.11699999999999999,300.77875,45.110222,11.511
2,0,0,0,1,3.8e-06,-3.8e-06,0.00218,-0.00218,0.004,0.115,-0.115,428.5,1508,83.9,4.382,-0.182,295.47537,45.239979,14.674000000000001
1,0,0,0,0,6.459999999999998e-05,-6.459999999999998e-05,0.00337,-0.00337,0.34600000000000003,0.106,-0.106,488.0,724,19.3,4.498,-0.221,288.47964,47.101768,15.306
1,0,0,0,0,6.73e-05,-6.73e-05,0.0029,-0.0029,0.026000000000000002,0.0799,-0.0799,588.0,701,28.5,4.496,-0.22899999999999998,286.892,38.31855,14.562000000000001
0,0,0,0,0,0.00010920000000000001,-0.00010920000000000001,0.00415,-0.00415,0.42200000000000004,0.126,-0.126,654.6,507,16.3,4.633,-0.08199999999999999,297.28549,41.305592,15.571
1,0,0,0,0,5.26e-06,-5.26e-06,0.0006940000000000001,-0.0006940000000000001,0.374,0.0265,-0.0265,1286.0,575,112.5,4.696000000000001,-0.055999999999999994,287.89162999999996,39.33913,14.735
0,0,0,0,0,1.57e-05,-1.57e-05,0.00324,-0.00324,0.017,0.0918,-0.0918,874.2,1047,23.3,4.378,-0.24,294.84002999999996,39.085991,15.168
1,0,0,0,0,5.08e-05,-5.08e-05,0.00406,-0.00406,0.28800000000000003,0.12,-0.12,180.6,1023,29.6,4.194,-0.098,288.96124,42.265011,13.959000000000001
0,0,0,0,0,1.62e-05,-1.62e-05,0.0030800000000000003,-0.0030800000000000003,0.002,0.079,-0.079,81.6,1533,22.8,3.764,-0.102,297.65143,40.352551,13.052
0,0,0,0,0,3.32e-05,-3.32e-05,0.0037600000000000003,-0.0037600000000000003,0.22,0.102,-0.102,127.5,964,24.5,4.343,-0.115,285.13831,45.004539,13.482000000000001
1,0,0,0,0,0.0001226,-0.0001226,0.00594,-0.00594,0.025,0.188,-0.188,348.4,778,25.0,4.265,-0.11199999999999999,295.48123,40.731978999999995,14.874
1,0,0,0,0,0.0011300000000000001,-0.0011300000000000001,0.0084,-0.0084,0.446,0.23399999999999999,-0.23399999999999999,338.2,374,24.3,4.409,-0.08800000000000001,285.69199,45.689388,14.033
1,0,0,0,0,0.0001286,-0.0001286,0.00543,-0.00543,0.023,0.324,-0.324,648.0,720,21.8,4.218,-0.12,288.61792,48.098411999999996,15.699000000000002
1,0,0,0,0,7.96e-05,-7.96e-05,0.00601,-0.00601,0.153,0.177,-0.177,327.5,851,14.0,4.218,-0.12,288.61792,48.098411999999996,15.699000000000002
0,0,0,0,0,0.001323,-0.001323,0.0132,-0.0132,0.509,0.396,-0.396,578.4,455,23.9,4.263,-0.11199999999999999,289.97934,40.14283,15.165
1,0,0,0,0,0.00028,-0.00028,0.0038200000000000005,-0.0038200000000000005,0.38299999999999995,0.114,-0.114,348.8,543,29.7,4.284,-0.11199999999999999,291.11188,39.949108,14.247
1,0,0,0,0,3.51e-06,-3.51e-06,0.00175,-0.00175,0.34600000000000003,0.0617,-0.0617,284.2,806,25.2,4.753,-0.038,290.43402000000003,44.107651000000004,14.634
1,0,0,0,0,2.2899999999999998e-05,-2.2899999999999998e-05,0.0049700000000000005,-0.0049700000000000005,0.265,0.185,-0.185,143.4,1158,18.2,4.379,-0.099,298.42633,47.946781,14.285
1,0,0,0,0,5.7799999999999995e-05,-5.7799999999999995e-05,0.0043,-0.0043,0.469,0.126,-0.126,306.8,609,18.6,4.5569999999999995,-0.013999999999999999,284.99962999999997,49.47998,14.470999999999998
0,0,0,0,0,0.000863,-0.000863,0.00644,-0.00644,0.40700000000000003,0.244,-0.244,487.4,421,21.6,4.4239999999999995,-0.12,296.70724,41.203651,14.71
1,0,0,0,0,0.00014169999999999997,-0.00014169999999999997,0.00979,-0.00979,0.046,0.295,-0.295,130.9,929,15.9,4.194,-0.098,288.96124,42.265011,13.959000000000001
1,0,0,0,0,9.63e-06,-9.63e-06,0.00176,-0.00176,0.222,0.0461,-0.0461,908.4,584,35.4,4.707,-0.036000000000000004,291.09274,49.190059999999995,15.535
0,0,0,0,0,3.19e-05,-3.19e-05,0.00315,-0.00315,0.002,0.0981,-0.0981,755.7,713,32.7,4.5969999999999995,-0.09,291.91287,40.953891999999996,15.789000000000001
1,0,0,0,0,4.55e-05,-4.55e-05,0.00344,-0.00344,0.15,0.109,-0.109,292.6,865,25.3,4.436,-0.217,295.62658999999996,49.130428,14.651
1,0,0,0,0,2.0600000000000003e-05,-2.0600000000000003e-05,0.00314,-0.00314,0.128,0.092,-0.092,286.2,994,25.1,4.394,-0.076,293.21738,42.720711,15.162
1,0,0,0,0,0.0003573,-0.0003573,0.00485,-0.00485,0.37799999999999995,0.14800000000000002,-0.14800000000000002,1350.7,424,19.5,4.485,-0.105,293.06335,39.40345,15.722000000000001
1,0,0,0,0,0.00014340000000000002,-0.00014340000000000002,0.0049299999999999995,-0.0049299999999999995,0.004,0.13,-0.13,777.3,737,27.8,4.105,-0.10099999999999999,291.60449,41.309360999999996,15.28
1,0,0,0,0,4.92e-06,-4.92e-06,0.00217,-0.00217,0.008,0.0642,-0.0642,386.0,1343,25.1,4.566,-0.153,289.14722,45.86618,15.758
1,0,0,0,0,2.08e-05,-2.08e-05,0.00322,-0.00322,0.424,0.09699999999999999,-0.09699999999999999,252.6,1314,27.6,4.198,-0.13,297.47711,39.877239,14.806
1,0,0,0,0,0.00022080000000000003,-0.00022080000000000003,0.00458,-0.00458,0.040999999999999995,0.12,-0.12,370.7,609,23.2,4.342,-0.187,288.82059,39.52282,14.74
1,0,0,0,0,5.39e-05,-5.39e-05,0.00365,-0.00365,0.384,0.10800000000000001,-0.10800000000000001,184.3,787,22.3,4.4110000000000005,-0.105,288.92401,46.057629,14.152000000000001
1,0,0,0,0,2.0300000000000002e-05,-2.0300000000000002e-05,0.0030399999999999997,-0.0030399999999999997,0.40700000000000003,0.0964,-0.0964,329.2,952,22.8,4.391,-0.08,291.65778,48.009312,15.378
1,0,0,0,0,0.0001369,-0.0001369,0.00448,-0.00448,0.297,0.13699999999999998,-0.13699999999999998,697.1,600,22.3,4.5169999999999995,-0.204,282.14056,43.89658,15.684000000000001
0,0,0,0,0,2.32e-06,-2.32e-06,0.00121,-0.00121,0.006999999999999999,0.0377,-0.0377,499.6,806,31.2,4.755,-0.027999999999999997,292.76993,48.89962,15.655
1,0,0,0,0,3.73e-06,-3.73e-06,0.000557,-0.000557,0.369,0.0263,-0.0263,1453.3,1125,145.9,4.282,-0.11199999999999999,297.20153999999997,41.730209,14.762
1,0,0,0,0,0.0001273,-0.0001273,0.0035600000000000002,-0.0035600000000000002,0.062,0.109,-0.109,1124.9,671,31.6,4.441,-0.195,293.29364,42.19635,15.886
0,0,0,0,0,2.3899999999999998e-05,-2.3899999999999998e-05,0.00307,-0.00307,0.258,0.0785,-0.0785,501.2,2628,35.3,2.435,-0.14300000000000002,292.95416,41.934799,15.357000000000001
1,0,0,0,0,2.62e-05,-2.62e-05,0.0017,-0.0017,0.26,0.0531,-0.0531,816.7,455,54.1,4.696000000000001,-0.055999999999999994,287.89162999999996,39.33913,14.735
0,0,0,0,0,0.00033130000000000003,-0.00033130000000000003,0.00663,-0.00663,0.051,0.634,-0.634,632.4,496,26.0,4.3660000000000005,-0.125,295.66287,44.525841,15.001
1,0,0,0,0,3.37e-06,-3.37e-06,0.0020800000000000003,-0.0020800000000000003,0.336,0.0593,-0.0593,200.7,1664,28.4,4.4,-0.12300000000000001,299.78546,43.67075,14.690999999999999
1,0,0,0,0,1.28e-05,-1.28e-05,0.0031,-0.0031,0.23399999999999999,0.0981,-0.0981,191.0,1326,24.5,4.335,-0.11,296.85205,49.084438,14.842
1,0,0,0,0,1.82e-05,-1.82e-05,0.00281,-0.00281,0.06,0.0774,-0.0774,86.0,904,21.0,4.563,-0.094,285.20749,45.38435,12.404000000000002
1,0,0,0,0,1.7100000000000002e-05,-1.7100000000000002e-05,0.00345,-0.00345,0.287,0.0928,-0.0928,175.7,732,20.8,4.644,-0.027999999999999997,283.12102999999996,43.525639,14.374
0,0,0,0,0,1.09e-05,-1.09e-05,0.00321,-0.00321,0.165,0.0974,-0.0974,278.6,1059,16.5,4.555,-0.05,292.23992999999996,48.51157,15.498
0,0,0,0,0,2.22e-06,-2.22e-06,0.00244,-0.00244,0.141,0.0834,-0.0834,190.2,1638,18.3,4.555,-0.05,292.23992999999996,48.51157,15.498
2,0,1,1,1,1.1e-06,-1.1e-06,0.000502,-0.000502,0.003,0.0338,-0.0338,3218.5,1508,184.3,4.487,-0.10800000000000001,295.24182,40.155209,14.605
0,0,0,0,0,1.77e-05,-1.77e-05,0.00406,-0.00406,0.24,0.102,-0.102,68.6,1329,29.8,4.105,-0.11199999999999999,292.25247,40.792721,13.024000000000001
1,0,0,0,0,4.22e-05,-4.22e-05,0.00456,-0.00456,0.336,0.131,-0.131,124.0,1056,18.6,4.284,-0.11199999999999999,282.39462000000003,48.75914,13.652000000000001
0,0,0,0,0,4.68e-05,-4.68e-05,0.0036,-0.0036,0.005,0.11599999999999999,-0.11599999999999999,553.2,703,23.6,4.503,-0.07200000000000001,300.61969,45.788921,15.245999999999999
1,0,0,0,0,0.0005788,-0.0005788,0.00465,-0.00465,0.069,0.192,-0.192,396.4,508,19.1,4.44,-0.22399999999999998,297.72314,47.112659,14.649000000000001
1,0,0,0,0,0.0001207,-0.0001207,0.00421,-0.00421,0.039,0.114,-0.114,244.6,776,30.5,4.2410000000000005,-0.18,284.978,41.420158,13.838
1,0,0,0,0,0.0006627000000000001,-0.0006627000000000001,0.00656,-0.00656,0.001,0.19699999999999998,-0.19699999999999998,656.9,480,23.8,4.238,-0.11699999999999999,292.30124,38.26704,14.999
0,0,0,0,0,3.27e-05,-3.27e-05,0.0104,-0.0104,0.36200000000000004,0.33299999999999996,-0.33299999999999996,18.1,1225,6.6,4.563,-0.094,285.20749,45.38435,12.404000000000002
1,0,0,0,0,2.2899999999999998e-05,-2.2899999999999998e-05,0.00534,-0.00534,0.157,0.156,-0.156,224.2,1159,12.8,4.492,-0.12,295.65148999999997,49.261292,14.972000000000001
2,0,1,1,1,1.11e-05,-1.11e-05,0.000606,-0.000606,0.003,0.0374,-0.0374,5237.7,962,181.6,4.212,-0.187,294.73282,40.150341,11.997
0,0,0,0,0,5.11e-05,-5.11e-05,0.00406,-0.00406,0.039,0.122,-0.122,821.5,829,22.2,4.426,-0.188,295.164,39.201408,15.104000000000001
0,0,0,0,0,0.000333,-0.000333,0.00443,-0.00443,6.837000000000001,0.28,-0.28,621.8,325,10.2,4.732,-0.031,292.37979,47.644611,15.439
0,0,0,0,0,6.32e-05,-6.32e-05,0.00475,-0.00475,0.414,0.15,-0.15,343.5,510,17.5,4.732,-0.031,292.37979,47.644611,15.439
1,0,0,0,0,0.000195,-0.000195,0.0126,-0.0126,0.19899999999999998,0.304,-0.304,86.5,886,12.4,4.319,-0.115,287.85699,40.54718,12.885
1,0,0,0,0,0.00038480000000000003,-0.00038480000000000003,0.00734,-0.00734,0.10099999999999999,0.182,-0.182,264.8,496,18.7,4.457,-0.09300000000000001,295.10242,40.572392,14.05
2,0,0,1,1,7.36e-05,-7.36e-05,0.00562,-0.00562,0.069,0.142,-0.142,281.3,619,15.1,4.618,-0.06,294.1239,48.348999,15.005
0,0,0,0,0,0.0001382,-0.0001382,0.00464,-0.00464,0.314,0.185,-0.185,769.5,359,16.3,4.681,-0.015,285.57434,49.962269,15.254000000000001
1,0,0,0,0,0.00013440000000000001,-0.00013440000000000001,0.0053,-0.0053,0.083,0.188,-0.188,758.9,588,18.0,4.596,-0.12,286.15015,37.411369,15.922
1,0,0,0,0,0.000246,-0.000246,0.00884,-0.00884,0.052000000000000005,0.235,-0.235,63.5,954,16.2,3.8539999999999996,-0.08,289.03302,40.086890999999994,12.815999999999999
0,0,0,0,0,3.4e-05,-3.4e-05,0.00773,-0.00773,0.20199999999999999,0.203,-0.203,36.3,1156,11.9,4.468999999999999,-0.12,289.68671,41.588928,12.32
1,0,0,0,0,3.95e-07,-3.95e-07,0.000505,-0.000505,0.40299999999999997,0.0203,-0.0203,400.4,1757,68.3,4.617,-0.084,296.55307,46.96629,14.859000000000002
1,0,0,0,0,2.28e-06,-2.28e-06,0.000144,-0.000144,0.051,0.0513,-0.0513,1180.1,934,485.5,4.28,-0.03,286.6384,39.487881,10.734000000000002
0,0,0,0,0,5.739999999999999e-05,-5.739999999999999e-05,0.00512,-0.00512,0.040999999999999995,0.14800000000000002,-0.14800000000000002,784.2,808,22.9,4.437,-0.188,280.31487999999996,43.98571,15.360999999999999
2,0,0,1,0,9.35e-06,-9.35e-06,0.00278,-0.00278,0.017,0.122,-0.122,259.2,2241,20.7,3.344,-0.275,297.11157000000003,47.534690999999995,13.962
1,0,0,0,0,5.8599999999999995e-05,-5.8599999999999995e-05,0.00451,-0.00451,0.275,0.126,-0.126,391.7,660,16.7,4.524,-0.018000000000000002,285.17334,48.770039000000004,15.311
0,0,0,0,0,8.88e-06,-8.88e-06,0.0017699999999999999,-0.0017699999999999999,0.204,0.0603,-0.0603,127.4,1371,24.6,4.275,-0.187,280.69046000000003,43.919182,13.047
2,0,1,0,0,3.65e-06,-3.65e-06,0.0031899999999999997,-0.0031899999999999997,0.055999999999999994,0.11699999999999999,-0.11699999999999999,400.8,6637,20.6,1.6269999999999998,-0.12,294.0318,42.468845,10.795
1,0,0,0,0,1.8100000000000003e-05,-1.8100000000000003e-05,0.0008539999999999999,-0.0008539999999999999,0.152,0.0447,-0.0447,2054.8,385,68.6,4.708,-0.021,284.94097999999997,46.56654,15.472999999999999
2,1,0,1,0,8.23e-06,-8.23e-06,0.0041,-0.0041,0.5820000000000001,0.16899999999999998,-0.16899999999999998,701.1,1561,58.5,4.457,-0.20800000000000002,299.41333,40.428478000000005,15.6
0,0,0,0,0,5.39e-05,-5.39e-05,0.00518,-0.00518,0.019,0.133,-0.133,114.5,913,19.2,4.353,-0.11599999999999999,291.60675,42.035919,13.799000000000001
0,0,0,0,0,4.26e-05,-4.26e-05,0.009909999999999999,-0.009909999999999999,0.09300000000000001,0.258,-0.258,94.2,1233,12.4,4.288,-0.11199999999999999,284.72893999999997,46.206478000000004,15.015999999999998
0,0,0,0,0,6.55e-06,-6.55e-06,0.00221,-0.00221,0.392,0.0723,-0.0723,303.0,1203,19.8,4.487,-0.14300000000000002,293.94116,41.5905,15.55
0,0,0,0,0,0.0003866,-0.0003866,0.012,-0.012,0.434,0.455,-0.455,398.8,691,11.8,4.367,-0.21,285.36517000000003,49.201561,15.527000000000001
0,0,0,0,0,2.36e-05,-2.36e-05,0.00535,-0.00535,0.187,0.159,-0.159,60.4,1270,15.5,4.337,-0.187,294.99585,45.119578999999995,13.845
1,0,0,0,0,0.0002242,-0.0002242,0.00809,-0.00809,0.38,0.182,-0.182,142.9,670,22.2,4.301,-0.11199999999999999,286.02612,44.782871,13.584000000000001
1,0,0,0,0,0.0004007,-0.0004007,0.00773,-0.00773,0.049,0.205,-0.205,162.9,531,15.9,4.301,-0.11199999999999999,286.02612,44.782871,13.584000000000001
0,0,0,0,0,1.9e-05,-1.9e-05,0.00335,-0.00335,0.41700000000000004,0.0812,-0.0812,461.8,1093,26.1,4.4719999999999995,-0.21600000000000003,292.31512000000004,40.838821,15.659
1,0,0,0,0,9.940000000000002e-05,-9.940000000000002e-05,0.00702,-0.00702,0.251,0.174,-0.174,108.1,933,19.4,4.196000000000001,-0.11199999999999999,291.4743,44.68351,13.539000000000001
0,0,0,0,0,1.67e-05,-1.67e-05,0.00398,-0.00398,0.33399999999999996,0.107,-0.107,463.5,1074,25.3,4.553999999999999,-0.168,292.6904,37.93457,15.708
0,0,0,0,0,6.08e-05,-6.08e-05,0.00387,-0.00387,0.436,0.11900000000000001,-0.11900000000000001,771.7,584,17.8,4.582,-0.017,292.90161,38.297081,15.700999999999999
1,0,0,0,0,1.0300000000000001e-05,-1.0300000000000001e-05,0.0028699999999999997,-0.0028699999999999997,0.122,0.0924,-0.0924,266.2,1252,23.3,4.5280000000000005,-0.168,296.07568,45.62706,15.552999999999999
1,0,0,0,0,0.0002525,-0.0002525,0.01,-0.01,0.445,0.31,-0.31,141.4,738,17.6,4.361000000000001,-0.203,288.09564,40.365971,13.972999999999999
1,0,0,0,0,0.0008992000000000001,-0.0008992000000000001,0.0106,-0.0106,0.196,0.271,-0.271,214.2,757,21.3,3.591,-0.09699999999999999,293.57394,45.384541,14.074000000000002
2,0,0,1,0,1.64e-05,-1.64e-05,0.0073,-0.0073,0.425,0.297,-0.297,275.4,1430,27.9,4.481,-0.195,295.5582,50.828388000000004,15.415
2,0,0,1,1,4.33e-05,-4.33e-05,0.0136,-0.0136,0.335,0.3,-0.3,71.4,1244,22.2,4.363,-0.264,293.67426,45.517239000000004,14.027999999999999
2,0,0,1,0,7.57e-05,-7.57e-05,0.00462,-0.00462,0.1983,0.131,-0.131,615.2,735,13.4,4.49,-0.312,291.13638,50.575939,15.612
1,0,0,0,0,1.11e-07,-1.11e-07,3.5600000000000005e-05,-3.5600000000000005e-05,0.152,0.00373,-0.00373,36912.0,730,1341.6,4.697,-0.02,292.87289,41.06427,15.979000000000001
1,0,0,0,0,4.3200000000000007e-05,-4.3200000000000007e-05,0.00446,-0.00446,0.192,0.114,-0.114,296.9,734,15.8,4.587,-0.12,286.60416000000004,42.440319,15.4
2,0,0,1,0,1.23e-06,-1.23e-06,0.00132,-0.00132,0.442,0.0519,-0.0519,277.3,1502,31.5,4.541,-0.03,282.40594,46.90448,14.864
2,1,0,1,0,6.78e-07,-6.78e-07,0.00115,-0.00115,0.102,0.115,-0.115,495.8,1790,85.2,4.636,-0.09,292.48703,41.311119,15.397
0,0,0,0,0,0.00046970000000000003,-0.00046970000000000003,0.01,-0.01,0.025,0.251,-0.251,1161.5,347,22.8,4.609,-0.018000000000000002,294.00543,46.310691999999996,16.22
1,0,0,0,0,2.33e-06,-2.33e-06,0.000295,-0.000295,0.266,0.0105,-0.0105,401.6,1185,274.5,4.28,-0.03,286.6384,39.487881,10.734000000000002
1,0,0,0,0,5.85e-05,-5.85e-05,0.0063,-0.0063,0.011000000000000001,0.11,-0.11,586.8,946,16.8,4.365,-0.21,283.2645,41.711449,15.309000000000001
1,0,0,0,0,6.7e-05,-6.7e-05,0.00485,-0.00485,0.32,0.153,-0.153,210.4,870,20.3,4.288,-0.10800000000000001,288.58835,42.605659,14.745999999999999
1,0,0,0,0,9.109999999999999e-07,-9.109999999999999e-07,0.0011099999999999999,-0.0011099999999999999,0.05,0.0383,-0.0383,322.7,1681,35.3,4.6,-0.09699999999999999,297.84148999999996,46.967682,15.304
1,0,0,0,0,0.00017209999999999998,-0.00017209999999999998,0.00733,-0.00733,0.212,0.217,-0.217,217.5,823,20.5,4.148,-0.095,295.59125,42.555240999999995,14.838
2,0,0,1,0,1.73e-06,-1.73e-06,0.00137,-0.00137,0.067,0.0909,-0.0909,126.4,3081,33.5,3.594,-0.12,297.85938,40.326939,13.214
2,0,0,1,0,4.98e-06,-4.98e-06,0.00324,-0.00324,0.28800000000000003,0.11800000000000001,-0.11800000000000001,84.3,1775,12.7,4.459,-0.21600000000000003,297.04852,46.867981,14.675
1,0,0,0,0,4.49e-06,-4.49e-06,0.00107,-0.00107,0.267,0.0285,-0.0285,507.0,652,38.2,4.708,-0.021,284.94097999999997,46.56654,15.472999999999999
0,0,0,0,0,7.340000000000001e-05,-7.340000000000001e-05,0.00647,-0.00647,0.40700000000000003,0.21600000000000003,-0.21600000000000003,139.2,956,12.9,4.288,-0.10400000000000001,296.603,44.14082,14.273
0,0,0,0,0,1.44e-06,-1.44e-06,0.00148,-0.00148,0.18600000000000003,0.0532,-0.0532,134.9,1629,25.6,4.548,-0.07,293.13705,42.350479,14.434000000000001
0,0,0,0,0,3.21e-05,-3.21e-05,0.004529999999999999,-0.004529999999999999,0.243,0.147,-0.147,502.8,935,17.9,4.503,-0.17600000000000002,281.59235,43.177879,15.522
1,0,0,0,0,4.93e-05,-4.93e-05,0.00471,-0.00471,0.018000000000000002,0.11699999999999999,-0.11699999999999999,316.2,778,14.8,4.4910000000000005,-0.126,290.98922999999996,50.30806,15.102
2,0,1,1,0,1.29e-06,-1.29e-06,0.0017,-0.0017,0.026000000000000002,0.071,-0.071,145.2,2797,24.7,4.173,-0.11699999999999999,290.84713999999997,37.864052,14.675999999999998
1,0,0,0,0,4.26e-05,-4.26e-05,0.00492,-0.00492,0.193,0.159,-0.159,180.6,891,15.7,4.529,-0.192,284.28713999999997,42.35561,14.64
1,0,0,0,0,0.0003803,-0.0003803,0.0097,-0.0097,0.42200000000000004,0.235,-0.235,498.5,292,11.5,4.725,-0.021,293.51108,45.136589,15.987
1,0,0,0,0,4.13e-05,-4.13e-05,0.00519,-0.00519,0.048,0.171,-0.171,359.3,497,11.2,4.725,-0.021,293.51108,45.136589,15.987
0,0,0,0,0,1.1599999999999999e-05,-1.1599999999999999e-05,0.0041600000000000005,-0.0041600000000000005,0.465,0.111,-0.111,106.7,903,15.9,4.721,-0.027999999999999997,298.41931,45.071442,14.363
1,0,0,0,0,0.0004995,-0.0004995,0.00907,-0.00907,0.017,0.266,-0.266,373.1,604,17.1,4.378,-0.20199999999999999,297.37509,46.662209000000004,14.689
1,0,0,0,0,7.099999999999999e-05,-7.099999999999999e-05,0.00483,-0.00483,0.114,0.163,-0.163,631.7,625,15.6,4.607,-0.084,287.52203,51.375858,15.912
