omdb_id,omdb_title,omdb_year,omdb_rated,omdb_released,omdb_runtime,omdb_director,omdb_actors,omdb_language,omdb_country,omdb_ratings,omdb_metascore,omdb_imdbRating,omdb_imdbVotes
tt1925421,Elena,2011,Not Rated,29 Sep 2011,109 min,Andrey Zvyagintsev,"Nadezhda Markina, Andrey Smirnov, Elena Lyadova, Aleksey Rozin",Russian,Russia,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.3,"11,497"
tt6494418,Siberia,2018,R,13 Jul 2018,104 min,Matthew Ross,"Keanu Reeves, Boris Gulyarin, Ashley St. George, Elliot Lazar","English, Russian","Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,4.3,"9,889"
tt5220590,Hart Beat,2016,Not Rated,12 Oct 2016,86 min,Hans Somers,"Vajèn van den Bosch, Stephanie van Eer, Rein van Duivenboden, Monsif Bakkali",Dutch,Netherlands,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,177
tt4951982,The Command,2018,PG-13,21 Jun 2019,117 min,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Peter Simonischek, August Diehl",English,"Belgium, Luxembourg, France","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"10,056"
tt1343727,Dredd,2012,R,21 Sep 2012,95 min,Pete Travis,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",English,"UK, South Africa, USA, India","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.1,"237,462"
tt10925062,Maybe Next Year,2019,N/A,21 Oct 2019,83 min,Kyle Thrash,N/A,English,USA,[],N/A,N/A,N/A
tt1179056,A Nightmare on Elm Street,2010,R,30 Apr 2010,95 min,Samuel Bayer,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.2,"86,667"
tt0795461,Scary Movie 5,2013,PG-13,12 Apr 2013,86 min,"Malcolm D. Lee, David Zucker","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker","English, Spanish, Latin",USA,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",11,3.5,"61,340"
tt4073790,The Darkest Minds,2018,PG-13,03 Aug 2018,104 min,Jennifer Yuh Nelson,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.7,"23,747"
tt4581576,Aftermath,2017,R,07 Apr 2017,94 min,Elliott Lester,"Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson","English, Thai","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.7,"18,661"
tt3068194,Love & Friendship,2016,PG,03 Jun 2016,90 min,Whit Stillman,"Kate Beckinsale, Morfydd Clark, Tom Bennett, Jenn Murray","English, French","Ireland, France, Netherlands","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,6.4,"21,505"
tt10550884,The Divine Fury,2019,Not Rated,31 Jul 2019,129 min,Joo-hwan Kim,"Seo-joon Park, Sung-Ki Ahn, Do-Hwan Woo, Eun-hyung Jo","Korean, Latin",South Korea,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,6.3,619
tt8267604,Capernaum,2018,R,20 Sep 2018,126 min,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad","Arabic, Amharic","Lebanon, France, USA, Cyprus, Qatar","[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.4,"27,822"
tt2273657,True Story,2015,R,17 Apr 2015,99 min,Rupert Goold,"Jonah Hill, James Franco, Felicity Jones, Maria Dizzia","English, Ibo",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"55,608"
tt1583421,G.I. Joe: Retaliation,2013,PG-13,28 Mar 2013,110 min,Jon M. Chu,"Dwayne Johnson, Jonathan Pryce, Byung-Hun Lee, Elodie Yung",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.8,"167,007"
tt2096672,Dumb and Dumber To,2014,PG-13,14 Nov 2014,109 min,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden","English, Cantonese",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.6,"120,862"
tt4595882,Can You Ever Forgive Me?,2018,R,02 Nov 2018,106 min,Marielle Heller,"Melissa McCarthy, Richard E. Grant, Dolly Wells, Ben Falcone",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.1,"35,337"
tt4799066,Midnight Sun,2018,PG-13,23 Mar 2018,91 min,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.6,"17,880"
tt2614684,'71,2014,R,10 Oct 2014,99 min,Yann Demange,"Jack O'Connell, Jack Lowden, Paul Popplewell, Adam Nagaitis",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"46,941"
tt7021088,Before the Dawn,2019,N/A,07 Oct 2019,N/A,Jay Holben,"Alana de Freitas, Jared Scott, Houston Rhines, Kelly Hancock",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,28
tt3065204,The Conjuring 2,2016,R,10 Jun 2016,134 min,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",English,"Canada, USA, UK","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.3,"203,037"
tt7401588,Instant Family,2018,PG-13,16 Nov 2018,118 min,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Moner, Gustavo Escobar","English, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.3,"55,842"
tt9543780,London Sweeties,2019,N/A,31 Jan 2019,N/A,Scrambled Egg Team,"Nattapong Chartpong, Kidakarn Chatkaewmanee, Sarah Dyas, Kellen James",Thai,Thailand,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,43
tt5709188,A-X-L,2018,PG,24 Aug 2018,98 min,Oliver Daly,"Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.2,"7,817"
tt4572792,The Book of Henry,2017,PG-13,23 Jun 2017,105 min,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.6,"20,868"
tt3682448,Bridge of Spies,2015,PG-13,16 Oct 2015,142 min,Steven Spielberg,"Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera","English, German, Russian","Germany, India, USA","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"267,267"
tt1262416,Scream 4,2011,R,15 Apr 2011,111 min,Wes Craven,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"120,184"
tt10196142,Rahman 1400,2019,N/A,16 Mar 2019,111 min,Manouchehr Hadi,"Bahram Afshari, Saeed Aghakhani, Sareh Bayat, Mohammad Reza Golzar",Persian,Iran,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,447
tt2140507,The Current War: Director's Cut,2017,PG-13,25 Oct 2019,107 min,Alfonso Gomez-Rejon,"Tuppence Middleton, Tom Holland, Benedict Cumberbatch, Matthew Macfadyen",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.3,"3,630"
tt6811018,The Kid Who Would Be King,2019,PG,25 Jan 2019,120 min,Joe Cornish,"Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo, Tom Taylor",English,"UK, USA","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.0,"10,151"
tt1800241,American Hustle,2013,R,20 Dec 2013,138 min,David O. Russell,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner","English, Arabic",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.2,"423,878"
tt3553976,Captain Fantastic,2016,R,29 Jul 2016,118 min,Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso","English, Esperanto",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.9,"164,759"
tt3882082,The Boy,2016,PG-13,22 Jan 2016,97 min,William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",English,"USA, Canada, China","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.0,"70,634"
tt1645155,Erased,2012,R,26 Sep 2012,100 min,Philipp Stölzl,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon",English,"USA, Canada, Belgium, UK","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.1,"27,784"
tt1192628,Rango,2011,PG,04 Mar 2011,107 min,Gore Verbinski,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.2,"219,191"
tt6412452,The Ballad of Buster Scruggs,2018,R,09 Nov 2018,133 min,"Ethan Coen, Joel Coen","Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.3,"95,417"
tt5208950,Kickboxer: Retaliation,2018,R,26 Jan 2018,110 min,Dimitri Logothetis,"Alain Moussi, Sara Malakul Lane, Maxime Savaria, Wanderlei Silva",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.0,"3,627"
tt6053438,First Reformed,2017,R,18 May 2018,113 min,Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",English,"USA, UK, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.1,"36,364"
tt1700841,Sausage Party,2016,R,12 Aug 2016,89 min,"Greg Tiernan, Conrad Vernon","Alistair Abell, Iris Apatow, Sugar Lyn Beard, Michael Cera",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.2,"162,354"
tt2140479,The Accountant,2016,R,14 Oct 2016,128 min,Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal","English, Indonesian, French",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.3,"238,958"
tt0870984,Antichrist,2009,Not Rated,20 May 2009,108 min,Lars von Trier,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm",English,"Denmark, Germany, France, Sweden, Italy, Poland","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.6,"108,327"
tt6523720,The Quake,2018,PG-13,14 Dec 2018,106 min,John Andreas Andersen,"Kristoffer Joner, Ane Dahl Torp, Edith Haagenrud-Sande, Kathrine Thorborg Johansen",Norwegian,Norway,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.2,"6,309"
tt1131734,Jennifer's Body,2009,R,18 Sep 2009,102 min,Karyn Kusama,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody","English, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.2,"107,868"
tt1318514,Rise of the Planet of the Apes,2011,PG-13,05 Aug 2011,105 min,Rupert Wyatt,"Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings","English, Sign Languages","USA, UK, Canada","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.6,"477,388"
tt1500491,Death Race 2,2010,R,18 Jan 2011,96 min,Roel Reiné,"Luke Goss, Lauren Cohan, Sean Bean, Ving Rhames",English,"South Africa, Germany","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,5.6,"29,358"
tt1937390,Nymphomaniac: Vol. I,2013,Not Rated,06 Mar 2014,117 min,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf",English,"Denmark, Germany, Belgium, UK, France, Sweden, USA","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,"108,828"
tt0359950,The Secret Life of Walter Mitty,2013,PG,25 Dec 2013,114 min,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn","English, Spanish, Icelandic","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.3,"278,720"
tt7984766,The King,2019,R,01 Nov 2019,133 min,David Michôd,"Robert Pattinson, Timothée Chalamet, Ben Mendelsohn, Joel Edgerton","English, French","UK, Hungary, Australia","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.5,400
tt0955308,Robin Hood,2010,PG-13,14 May 2010,140 min,Ridley Scott,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt","English, French, Ukrainian","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"241,889"
tt1843866,Captain America: The Winter Soldier,2014,PG-13,04 Apr 2014,136 min,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford","English, French",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.8,"681,345"
tt3522806,Mechanic: Resurrection,2016,R,26 Aug 2016,98 min,Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh","English, Portuguese, Thai, Bulgarian","France, USA","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.7,"69,306"
tt4602066,The Catcher Was a Spy,2018,R,22 Jun 2018,98 min,Ben Lewin,"Paul Rudd, Pierfrancesco Favino, Tom Wilkinson, Connie Nielsen",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.2,"5,325"
tt0787474,The Boxtrolls,2014,PG,26 Sep 2014,96 min,"Graham Annable, Anthony Stacchi","Steve Blum, Dee Bradley Baker, Max Mitchell, Ben Kingsley",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.8,"51,531"
tt1490017,The Lego Movie,2014,PG,07 Feb 2014,100 min,"Phil Lord, Christopher Miller","Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie","English, Turkish","USA, Denmark, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.8,"308,490"
tt5093026,Papillon,2017,R,24 Aug 2018,133 min,Michael Noer,"Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan","English, Spanish","Czech Republic, Spain, USA","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.1,"37,636"
tt7241926,Tell It to the Bees,2018,TV-MA,03 May 2019,108 min,Annabel Jankel,"Billy Boyd, Gregor Selkirk, Anna Paquin, Euan Mason",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.9,"1,627"
tt6348138,Missing Link,2019,PG,12 Apr 2019,93 min,Chris Butler,"Hugh Jackman, David Walliams, Stephen Fry, Matt Lucas",English,"Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"8,277"
tt0480687,Hall Pass,2011,R,25 Feb 2011,105 min,"Bobby Farrelly, Peter Farrelly","Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"115,052"
tt0427152,Dinner for Schmucks,2010,PG-13,30 Jul 2010,114 min,Jay Roach,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.9,"92,949"
tt5670152,Traffik,2018,R,20 Apr 2018,96 min,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.0,"17,094"
tt4915672,Guardians of the Tomb,2018,TV-MA,23 Feb 2018,90 min,Kimble Rendall,"Bingbing Li, Kellan Lutz, Kelsey Grammer, Chun Wu","English, Mandarin","China, Australia, Russia, Thailand","[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"2,806"
tt1210166,Moneyball,2011,PG-13,23 Sep 2011,133 min,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.6,"332,497"
tt1411250,Riddick,2013,R,06 Sep 2013,119 min,David Twohy,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff",English,"Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"146,602"
tt9459550,American Kamasutra,2018,N/A,13 Dec 2018,88 min,Jacky St. James,"Ashlynn Yennie, Justin Berti, Raylin Joy, Victoria Levine",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",N/A,3.0,172
tt3410834,Allegiant,2016,PG-13,18 Mar 2016,120 min,Robert Schwentke,"Shailene Woodley, Theo James, Naomi Watts, Octavia Spencer",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.7,"98,031"
tt3322940,Annabelle,2014,R,03 Oct 2014,99 min,John R. Leonetti,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.4,"128,169"
tt4877122,The Emoji Movie,2017,PG,28 Jul 2017,86 min,Tony Leondis,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph","English, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.2,"49,847"
tt0884732,The Wedding Ringer,2015,R,16 Jan 2015,101 min,Jeremy Garelick,"Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco","English, Ukrainian",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.6,"67,577"
tt0848537,Epic,2013,PG,24 May 2013,102 min,Chris Wedge,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"96,131"
tt2431286,Philomena,2013,PG-13,27 Nov 2013,98 min,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",English,"UK, USA, France","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.6,"89,629"
tt1951261,The Hangover Part III,2013,R,23 May 2013,100 min,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha","English, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.8,"275,526"
tt4899370,Megan Leavey,2017,PG-13,09 Jun 2017,116 min,Gabriela Cowperthwaite,"Kate Mara, Edie Falco, Alisa Harris, Nick Madrick","English, Arabic",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"19,453"
tt1987680,The Upside,2017,PG-13,11 Jan 2019,126 min,Neil Burger,"Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King","English, German, Italian",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.8,"32,326"
tt4758646,War Machine,2017,TV-MA,26 May 2017,122 min,David Michôd,"Brad Pitt, Daniel Betts, John Magaro, Emory Cohen","English, Pushto",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.0,"36,242"
tt1650554,Kick-Ass 2,2013,R,16 Aug 2013,103 min,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee",English,"USA, UK","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"242,297"
tt0834001,Underworld: Rise of the Lycans,2009,R,23 Jan 2009,92 min,Patrick Tatopoulos,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",English,"USA, New Zealand","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.6,"143,720"
