,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Gizo,40,IL,1571536349,83,34.94,34.94,70.0,4.7
374,Santa Marta,75,CO,1571536350,88,-74.21,-74.21,80.6,5.95
375,Manjeshwar,40,IN,1571536350,88,74.89,74.89,77.0,3.36
376,Jalu,0,LY,1571536350,83,21.55,21.55,67.31,7.92
377,Lampang,4,TH,1571536351,78,99.49,99.49,84.0,1.99
378,Bol,64,TD,1571536351,62,14.72,14.72,80.41,6.78
379,Turayf,0,SA,1571536351,72,38.65,38.65,60.8,9.17
380,Kreminna,0,UA,1571536352,75,38.22,38.22,52.58,3.49
381,Tarancon,75,ES,1571536352,93,-3.01,-3.01,55.4,11.41
382,Linxia,4,CN,1571536352,51,103.21,103.21,47.9,6.26
383,Port-Gentil,100,GA,1571536353,83,8.78,8.78,78.99,10.6
384,Valparaiso,75,US,1571536353,76,-87.06,-87.06,63.0,3.36
385,Paralimni,0,GR,1571536353,87,23.67,23.67,63.0,1.99
386,Tuy Hoa,100,VN,1571536354,90,109.3,109.3,77.53,5.53
387,Gat,66,SN,1571536354,83,-16.54,-16.54,80.6,11.41
388,Santa,0,PH,1571536355,70,120.43,120.43,81.28,5.79
389,North Bay,90,CA,1571536355,61,-79.46,-79.46,46.4,9.17
390,Xingyi,37,CN,1571536355,78,102.82,102.82,65.02,6.11
391,Malanje,87,AO,1571536356,97,16.35,16.35,65.81,4.09
392,Groningen,100,NL,1571536356,93,6.57,6.57,50.0,6.93
393,Riyadh,0,SA,1571536356,37,46.72,46.72,69.8,2.24
394,Camargo,0,MX,1571536357,44,-105.17,-105.17,68.75,5.61
395,Mantua,40,IT,1571536357,87,10.79,10.79,63.0,2.24
396,Cassilandia,100,BR,1571536051,85,-51.73,-51.73,72.87,7.81
397,Roald,96,NO,1571536357,81,6.12,6.12,44.6,21.92
398,Bathsheba,20,BB,1571536358,78,-59.52,-59.52,80.6,11.41
399,Utica,1,US,1571536358,93,-75.23,-75.23,43.0,4.7
400,Alzamay,100,RU,1571536359,67,98.67,98.67,32.23,7.38
401,Los Llanos de Aridane,40,ES,1571536359,68,-17.92,-17.92,69.8,4.7
402,Negombo,20,LK,1571536359,94,79.83,79.83,75.2,1.12
403,Morondava,0,MG,1571536360,66,44.28,44.28,77.15,2.91
404,Richards Bay,65,ZA,1571536360,93,32.06,32.06,71.75,13.31
405,Santa Rosa,67,AR,1571536360,50,-64.29,-64.29,62.39,15.52
406,Aksarka,100,RU,1571536361,72,67.8,67.8,24.81,16.42
407,Hamilton,75,CA,1571536361,93,-79.87,-79.87,51.01,9.17
408,Illela,100,NG,1571536361,72,4.3,4.3,79.15,7.09
409,Fairbanks,75,US,1571536362,64,-147.72,-147.72,35.6,2.91
410,Tual,78,ID,1571536362,78,132.75,132.75,79.42,14.2
411,Hareid,42,NO,1571536362,81,6.02,6.02,44.6,21.92
412,Luena,38,AO,1571536363,77,19.91,19.91,60.29,3.27
413,Bakchar,0,RU,1571536363,60,82.07,82.07,21.73,3.49
414,High Level,90,CA,1571536363,94,-117.13,-117.13,32.0,5.82
415,Batagay,95,RU,1571536364,84,134.64,134.64,19.66,1.77
416,Harper,1,US,1571536364,28,-99.24,-99.24,78.8,5.21
417,Hovd,90,NO,1571536364,69,10.7,10.7,43.0,13.87
418,Veraval,0,FR,1571536365,100,0.71,0.71,51.01,0.54
419,Balkanabat,0,TM,1571536365,53,54.36,54.36,61.94,5.41
420,Oranjestad,20,AW,1571536365,79,-70.03,-70.03,84.2,11.41
421,Saint-Paul,0,FR,1571536365,77,1.9,1.9,63.0,16.11
422,Nurlat,89,RU,1571536366,88,50.8,50.8,32.6,3.33
423,Rocha,100,UY,1571536366,94,-54.34,-54.34,43.06,3.42
424,Manicore,92,BR,1571536367,94,-61.3,-61.3,72.8,0.6
425,Baiao,67,BR,1571536367,97,-49.67,-49.67,72.26,2.21
426,Kavaratti,100,IN,1571536367,77,72.64,72.64,82.41,15.12
427,Swift Current,75,CA,1571536367,48,-107.8,-107.8,41.0,8.05
428,Chuzhou,0,CN,1571536368,46,118.33,118.33,81.0,7.87
429,Puerto Escondido,86,MX,1571536368,89,-97.07,-97.07,75.79,2.64
430,Rio Gallegos,0,AR,1571536368,66,-69.22,-69.22,55.4,1.12
431,Shimoda,75,JP,1571536369,73,138.93,138.93,80.01,13.87
432,Teya,40,MX,1571536369,78,-89.07,-89.07,84.0,6.42
433,Viedma,0,AR,1571536369,48,-62.99,-62.99,60.97,17.63
434,Kosh-Agach,100,RU,1571536370,56,88.66,88.66,25.19,2.82
435,Yerbogachen,100,RU,1571536370,61,108.01,108.01,27.1,4.43
436,Salinopolis,6,BR,1571536370,80,-47.36,-47.36,81.82,15.75
437,Chapais,1,CA,1571536370,87,-74.86,-74.86,32.0,2.24
438,Waingapu,22,ID,1571536371,35,120.26,120.26,90.76,13.2
439,Port Blair,90,IN,1571536371,94,92.75,92.75,77.0,5.82
440,Almaznyy,40,RU,1571536372,100,40.04,40.04,37.4,5.55
441,Verkhoyansk,96,RU,1571536372,90,133.39,133.39,19.27,1.25
442,Broken Hill,0,AU,1571536372,36,141.45,141.45,60.8,12.75
443,Vieques,20,PR,1571536373,78,-65.83,-65.83,81.0,3.36
444,Buraydah,0,SA,1571536373,46,43.97,43.97,71.6,5.82
445,Buta,100,CD,1571536373,99,24.73,24.73,68.44,1.66
446,Husavik,15,CA,1571536374,86,-96.99,-96.99,46.99,8.05
447,Brae,100,GB,1571536374,70,-1.35,-1.35,46.4,20.8
448,Kalakamati,0,BW,1571536374,27,27.31,27.31,65.94,7.16
449,Alindao,64,CF,1571536375,97,21.21,21.21,66.89,1.74
450,Gijon,90,ES,1571536375,93,-5.66,-5.66,54.0,5.82
451,Buluang,40,PH,1571536375,74,123.98,123.98,86.0,5.82
452,Brigantine,1,US,1571536375,71,-74.36,-74.36,57.99,4.7
453,Batagay-Alyta,100,RU,1571536376,89,130.41,130.41,17.47,2.21
454,Concepcion,100,CO,1571536376,94,-73.66,-73.66,74.71,2.44
455,Orbetello,20,IT,1571536376,87,11.21,11.21,57.0,3.36
456,Kastamonu,0,TR,1571536377,96,33.78,33.78,47.69,0.38
457,Souillac,100,FR,1571536377,100,-0.6,-0.6,57.2,10.29
458,Byron Bay,40,AU,1571536377,47,153.62,153.62,77.0,19.46
459,Bayir,0,TR,1571536378,100,28.22,28.22,59.0,3.36
460,Inirida,84,CO,1571536378,90,-67.92,-67.92,73.07,2.17
461,Meulaboh,82,ID,1571536378,80,96.13,96.13,80.9,6.82
462,Zabid,95,YE,1571536378,61,44.5,44.5,62.39,2.28
463,Kita,75,JP,1571536379,78,139.74,139.74,73.99,10.29
464,Maryborough,0,AU,1571536379,14,152.7,152.7,88.55,4.25
465,Mahibadhoo,50,MV,1571536379,77,72.97,72.97,82.79,10.47
466,Ilhabela,100,BR,1571536380,80,-45.36,-45.36,69.81,6.93
467,Banyo,100,CM,1571536380,92,11.81,11.81,63.31,1.39
468,Minab,0,IR,1571536380,64,57.07,57.07,77.0,1.97
469,Sheridan,20,US,1571536380,21,-105.03,-105.03,55.4,10.29
470,Amga,36,RU,1571536381,82,131.98,131.98,36.13,3.27
471,Jilib,100,SO,1571536381,91,42.79,42.79,74.78,3.11
472,Kargopol,93,RU,1571536382,92,38.95,38.95,46.18,7.58
473,Tucupita,10,VE,1571536382,95,-62.05,-62.05,74.99,3.58
474,Grand Gaube,40,MU,1571536382,68,57.66,57.66,71.6,12.75
475,Mount Isa,0,AU,1571536383,9,139.49,139.49,93.2,11.41
476,Marzuq,11,YE,1571536383,33,46.47,46.47,65.31,4.23
477,Victoria,75,BN,1571536383,79,115.24,115.24,86.0,2.24
478,Kabanjahe,55,ID,1571536383,72,98.49,98.49,83.49,1.03
479,Lujiang,0,CN,1571536384,60,117.28,117.28,68.0,8.95
480,Ekhabi,100,RU,1571536384,71,142.97,142.97,47.29,4.14
481,Menongue,5,AO,1571536385,26,17.68,17.68,62.2,4.18
482,Mindelo,20,PT,1571536385,93,-8.72,-8.72,59.0,20.02
483,Morehead,1,US,1571536385,62,-83.43,-83.43,60.8,3.36
484,Cloquet,1,US,1571536386,70,-92.46,-92.46,55.4,4.7
485,Sanandaj,75,IR,1571536386,76,47.0,47.0,57.2,6.93
486,Benavente,90,ES,1571536386,93,-5.67,-5.67,44.6,4.7
487,Koshurnikovo,98,RU,1571536387,80,93.39,93.39,26.45,2.77
488,Mahon,75,IE,1571536387,93,-8.4,-8.4,45.0,11.41
489,Doctor Arroyo,33,MX,1571536387,72,-100.18,-100.18,66.62,3.31
490,Lianzhou,0,CN,1571536388,43,112.38,112.38,79.01,1.9
491,Acapulco,75,MX,1571536388,88,-99.88,-99.88,80.6,2.24
492,Anderson,90,US,1571536388,93,-82.65,-82.65,55.99,6.93
493,Panguna,70,PG,1571536388,74,155.48,155.48,82.57,12.12
494,Concarneau,0,FR,1571536389,93,-3.92,-3.92,48.99,5.82
495,La Libertad,40,PE,1571536389,30,-71.56,-71.56,57.2,3.36
496,Porto Velho,20,BR,1571536389,83,-63.87,-63.87,77.0,1.41
497,Les Cayes,0,HT,1571536390,73,-73.75,-73.75,82.07,4.36
498,Martapura,20,ID,1571536390,74,114.85,114.85,84.2,2.24
499,Teahupoo,75,PF,1571536390,69,-149.27,-149.27,82.4,12.75
500,Evensk,100,RU,1571536391,49,159.24,159.24,21.75,3.74
501,Aksu,0,KZ,1571536391,85,76.93,76.93,21.2,13.42
502,Mouzouras,20,GR,1571536391,93,24.15,24.15,70.0,2.62
503,Semiletka,14,RU,1571536392,82,54.62,54.62,31.79,9.6
504,Fortuna,1,US,1571536392,87,-124.16,-124.16,57.0,9.17
505,Gweru,0,ZW,1571536392,46,29.82,29.82,59.17,6.38
506,Porto Novo,75,BR,1571536393,83,-45.44,-45.44,69.8,5.82
507,Barcelos,100,BR,1571536393,84,-62.93,-62.93,76.72,3.11
508,Fowa,59,NG,1571536393,93,6.4,6.4,72.04,2.26
509,Sur,0,OM,1571536394,33,59.53,59.53,80.61,4.03
510,Seoul,1,KR,1571536394,77,126.98,126.98,62.6,3.36
511,Choix,0,MX,1571536394,85,-108.33,-108.33,69.72,4.59
512,Caraballeda,75,VE,1571536395,78,-66.85,-66.85,78.8,4.52
513,Tucuman,78,PE,1571536395,77,-70.89,-70.89,49.33,0.25
514,Half Moon Bay,90,US,1571536395,93,-122.43,-122.43,64.4,6.93
515,Basco,90,US,1571536396,100,-91.2,-91.2,55.99,3.36
516,Torquay,2,GB,1571536396,94,-3.52,-3.52,48.0,3.96
517,Abnub,0,EG,1571536396,53,31.15,31.15,73.4,6.93
518,Ust-Omchug,100,RU,1571536397,82,149.63,149.63,20.26,3.36
519,Jiazi,40,CN,1571536397,78,110.49,110.49,80.6,8.95
520,Yeppoon,11,AU,1571536397,27,150.74,150.74,87.8,10.29
521,Kiama,0,AU,1571536398,25,150.86,150.86,66.99,4.7
522,Igarka,100,RU,1571536398,78,86.57,86.57,16.13,10.29
523,San-Pedro,99,CI,1571536398,98,-6.64,-6.64,71.54,3.06
524,Kokoda,28,PG,1571536399,54,147.74,147.74,74.62,6.49
525,Marsh Harbour,100,BS,1571536399,81,-77.06,-77.06,82.05,18.41
526,Murray Bridge,0,AU,1571536399,55,139.28,139.28,68.0,1.99
527,Klaksvik,100,FO,1571536400,75,-6.59,-6.59,41.0,10.74
528,Kloulklubed,40,PW,1571536400,70,134.26,134.26,86.0,5.82
529,Exeter,51,GB,1571536400,93,-3.53,-3.53,51.01,1.12
530,Mumford,100,GH,1571536401,97,-0.76,-0.76,73.07,4.16
531,Soledade,75,BR,1571536401,88,-36.37,-36.37,71.6,9.17
532,Impfondo,99,CD,1571536401,96,18.06,18.06,69.72,2.48
533,Ipixuna,0,BR,1571536402,88,-48.8,-48.8,78.8,6.93
534,Wairoa,53,NZ,1571536402,36,177.43,177.43,70.42,1.36
535,Vetlanda,100,SE,1571536402,100,15.09,15.09,51.8,8.05
536,Bulgan,85,MN,1571536402,54,103.53,103.53,32.66,4.12
537,Kiunga,61,PG,1571536403,46,141.3,141.3,92.49,3.09
538,Yabelo,94,ET,1571536403,88,38.09,38.09,62.61,8.61
539,Dawlatabad,100,AF,1571536403,31,64.91,64.91,57.34,0.4
540,Wegrow,63,PL,1571536404,89,22.02,22.02,48.0,5.35
541,Mangan,30,IN,1571536404,47,88.54,88.54,62.2,3.33
542,Sao Joao da Barra,100,BR,1571536404,92,-41.05,-41.05,70.71,2.26
543,Hualmay,85,PE,1571536405,89,-77.61,-77.61,61.82,17.6
544,Praia da Vitoria,75,PT,1571536405,82,-27.07,-27.07,60.8,9.95
545,Matara,100,BI,1571536405,90,29.48,29.48,51.86,1.16
546,Sept-Iles,20,CA,1571536405,81,-66.38,-66.38,41.0,4.7
547,Akdepe,0,TM,1571536406,37,59.39,59.39,42.8,4.54
548,Indianola,1,US,1571536406,32,-100.42,-100.42,55.4,6.93
549,Erenhot,0,CN,1571536406,33,111.97,111.97,41.5,13.18
550,Cockburn Town,94,TC,1571536407,74,-71.14,-71.14,83.35,15.73
551,Siquinala,20,GT,1571536407,88,-90.97,-90.97,66.2,4.7
552,Parana,24,BR,1571536408,95,-72.89,-72.89,72.02,1.68
